Vardas                   Pavarde                  Galutinis
VardasNR91273            PavardeNR91273           1.88  
VardasNR93462            PavardeNR93462           1.88  
VardasNR94667            PavardeNR94667           1.88  
VardasNR2873             PavardeNR2873            1.92  
VardasNR19061            PavardeNR19061           1.92  
VardasNR23852            PavardeNR23852           1.92  
VardasNR27133            PavardeNR27133           1.92  
VardasNR33924            PavardeNR33924           1.92  
VardasNR36134            PavardeNR36134           1.92  
VardasNR47914            PavardeNR47914           1.92  
VardasNR49046            PavardeNR49046           1.92  
VardasNR61403            PavardeNR61403           1.92  
VardasNR70313            PavardeNR70313           1.92  
VardasNR70776            PavardeNR70776           1.92  
VardasNR71226            PavardeNR71226           1.92  
VardasNR71716            PavardeNR71716           1.92  
VardasNR72857            PavardeNR72857           1.92  
VardasNR80863            PavardeNR80863           1.92  
VardasNR87411            PavardeNR87411           1.92  
VardasNR91291            PavardeNR91291           1.92  
VardasNR96910            PavardeNR96910           1.92  
VardasNR1908             PavardeNR1908            1.96  
VardasNR5810             PavardeNR5810            1.96  
VardasNR6497             PavardeNR6497            1.96  
VardasNR6823             PavardeNR6823            1.96  
VardasNR7175             PavardeNR7175            1.96  
VardasNR8381             PavardeNR8381            1.96  
VardasNR10780            PavardeNR10780           1.96  
VardasNR12162            PavardeNR12162           1.96  
VardasNR19905            PavardeNR19905           1.96  
VardasNR23613            PavardeNR23613           1.96  
VardasNR26439            PavardeNR26439           1.96  
VardasNR28023            PavardeNR28023           1.96  
VardasNR28845            PavardeNR28845           1.96  
VardasNR31169            PavardeNR31169           1.96  
VardasNR32041            PavardeNR32041           1.96  
VardasNR32515            PavardeNR32515           1.96  
VardasNR35841            PavardeNR35841           1.96  
VardasNR41501            PavardeNR41501           1.96  
VardasNR41852            PavardeNR41852           1.96  
VardasNR44995            PavardeNR44995           1.96  
VardasNR64481            PavardeNR64481           1.96  
VardasNR74054            PavardeNR74054           1.96  
VardasNR74334            PavardeNR74334           1.96  
VardasNR79662            PavardeNR79662           1.96  
VardasNR82091            PavardeNR82091           1.96  
VardasNR88796            PavardeNR88796           1.96  
VardasNR91747            PavardeNR91747           1.96  
VardasNR92747            PavardeNR92747           1.96  
VardasNR93509            PavardeNR93509           1.96  
VardasNR95281            PavardeNR95281           1.96  
VardasNR97778            PavardeNR97778           1.96  
VardasNR7185             PavardeNR7185            2.00  
VardasNR8473             PavardeNR8473            2.00  
VardasNR12149            PavardeNR12149           2.00  
VardasNR16198            PavardeNR16198           2.00  
VardasNR17586            PavardeNR17586           2.00  
VardasNR19088            PavardeNR19088           2.00  
VardasNR19562            PavardeNR19562           2.00  
VardasNR22578            PavardeNR22578           2.00  
VardasNR28554            PavardeNR28554           2.00  
VardasNR37672            PavardeNR37672           2.00  
VardasNR39882            PavardeNR39882           2.00  
VardasNR40758            PavardeNR40758           2.00  
VardasNR40956            PavardeNR40956           2.00  
VardasNR42647            PavardeNR42647           2.00  
VardasNR43217            PavardeNR43217           2.00  
VardasNR43599            PavardeNR43599           2.00  
VardasNR45388            PavardeNR45388           2.00  
VardasNR46592            PavardeNR46592           2.00  
VardasNR47836            PavardeNR47836           2.00  
VardasNR53047            PavardeNR53047           2.00  
VardasNR56916            PavardeNR56916           2.00  
VardasNR57397            PavardeNR57397           2.00  
VardasNR58453            PavardeNR58453           2.00  
VardasNR59622            PavardeNR59622           2.00  
VardasNR64484            PavardeNR64484           2.00  
VardasNR65748            PavardeNR65748           2.00  
VardasNR67617            PavardeNR67617           2.00  
VardasNR68517            PavardeNR68517           2.00  
VardasNR68632            PavardeNR68632           2.00  
VardasNR75968            PavardeNR75968           2.00  
VardasNR83237            PavardeNR83237           2.00  
VardasNR83457            PavardeNR83457           2.00  
VardasNR83741            PavardeNR83741           2.00  
VardasNR83904            PavardeNR83904           2.00  
VardasNR85240            PavardeNR85240           2.00  
VardasNR85600            PavardeNR85600           2.00  
VardasNR86266            PavardeNR86266           2.00  
VardasNR88026            PavardeNR88026           2.00  
VardasNR88818            PavardeNR88818           2.00  
VardasNR90510            PavardeNR90510           2.00  
VardasNR91953            PavardeNR91953           2.00  
VardasNR93553            PavardeNR93553           2.00  
VardasNR97820            PavardeNR97820           2.00  
VardasNR98129            PavardeNR98129           2.00  
VardasNR140              PavardeNR140             2.04  
VardasNR2074             PavardeNR2074            2.04  
VardasNR3539             PavardeNR3539            2.04  
VardasNR4773             PavardeNR4773            2.04  
VardasNR7124             PavardeNR7124            2.04  
VardasNR7927             PavardeNR7927            2.04  
VardasNR8503             PavardeNR8503            2.04  
VardasNR8674             PavardeNR8674            2.04  
VardasNR9684             PavardeNR9684            2.04  
VardasNR11565            PavardeNR11565           2.04  
VardasNR13831            PavardeNR13831           2.04  
VardasNR14869            PavardeNR14869           2.04  
VardasNR15009            PavardeNR15009           2.04  
VardasNR20753            PavardeNR20753           2.04  
VardasNR21559            PavardeNR21559           2.04  
VardasNR21870            PavardeNR21870           2.04  
VardasNR25113            PavardeNR25113           2.04  
VardasNR26933            PavardeNR26933           2.04  
VardasNR31335            PavardeNR31335           2.04  
VardasNR32271            PavardeNR32271           2.04  
VardasNR32750            PavardeNR32750           2.04  
VardasNR34047            PavardeNR34047           2.04  
VardasNR34064            PavardeNR34064           2.04  
VardasNR34387            PavardeNR34387           2.04  
VardasNR37876            PavardeNR37876           2.04  
VardasNR39468            PavardeNR39468           2.04  
VardasNR41971            PavardeNR41971           2.04  
VardasNR42456            PavardeNR42456           2.04  
VardasNR45780            PavardeNR45780           2.04  
VardasNR49564            PavardeNR49564           2.04  
VardasNR54808            PavardeNR54808           2.04  
VardasNR56389            PavardeNR56389           2.04  
VardasNR56772            PavardeNR56772           2.04  
VardasNR57916            PavardeNR57916           2.04  
VardasNR61476            PavardeNR61476           2.04  
VardasNR62122            PavardeNR62122           2.04  
VardasNR62579            PavardeNR62579           2.04  
VardasNR68119            PavardeNR68119           2.04  
VardasNR70505            PavardeNR70505           2.04  
VardasNR71777            PavardeNR71777           2.04  
VardasNR72663            PavardeNR72663           2.04  
VardasNR74271            PavardeNR74271           2.04  
VardasNR75078            PavardeNR75078           2.04  
VardasNR76601            PavardeNR76601           2.04  
VardasNR78391            PavardeNR78391           2.04  
VardasNR79367            PavardeNR79367           2.04  
VardasNR79406            PavardeNR79406           2.04  
VardasNR79519            PavardeNR79519           2.04  
VardasNR79606            PavardeNR79606           2.04  
VardasNR81538            PavardeNR81538           2.04  
VardasNR82294            PavardeNR82294           2.04  
VardasNR83596            PavardeNR83596           2.04  
VardasNR84746            PavardeNR84746           2.04  
VardasNR84999            PavardeNR84999           2.04  
VardasNR85879            PavardeNR85879           2.04  
VardasNR86836            PavardeNR86836           2.04  
VardasNR88784            PavardeNR88784           2.04  
VardasNR89262            PavardeNR89262           2.04  
VardasNR96981            PavardeNR96981           2.04  
VardasNR3391             PavardeNR3391            2.08  
VardasNR4014             PavardeNR4014            2.08  
VardasNR5709             PavardeNR5709            2.08  
VardasNR5846             PavardeNR5846            2.08  
VardasNR11769            PavardeNR11769           2.08  
VardasNR11929            PavardeNR11929           2.08  
VardasNR13265            PavardeNR13265           2.08  
VardasNR13702            PavardeNR13702           2.08  
VardasNR16536            PavardeNR16536           2.08  
VardasNR16828            PavardeNR16828           2.08  
VardasNR17235            PavardeNR17235           2.08  
VardasNR20300            PavardeNR20300           2.08  
VardasNR26987            PavardeNR26987           2.08  
VardasNR31610            PavardeNR31610           2.08  
VardasNR32405            PavardeNR32405           2.08  
VardasNR34477            PavardeNR34477           2.08  
VardasNR36024            PavardeNR36024           2.08  
VardasNR43935            PavardeNR43935           2.08  
VardasNR44179            PavardeNR44179           2.08  
VardasNR44666            PavardeNR44666           2.08  
VardasNR45256            PavardeNR45256           2.08  
VardasNR51045            PavardeNR51045           2.08  
VardasNR52164            PavardeNR52164           2.08  
VardasNR53037            PavardeNR53037           2.08  
VardasNR53105            PavardeNR53105           2.08  
VardasNR53696            PavardeNR53696           2.08  
VardasNR54141            PavardeNR54141           2.08  
VardasNR55127            PavardeNR55127           2.08  
VardasNR56015            PavardeNR56015           2.08  
VardasNR56604            PavardeNR56604           2.08  
VardasNR56783            PavardeNR56783           2.08  
VardasNR61543            PavardeNR61543           2.08  
VardasNR62767            PavardeNR62767           2.08  
VardasNR64056            PavardeNR64056           2.08  
VardasNR64836            PavardeNR64836           2.08  
VardasNR66421            PavardeNR66421           2.08  
VardasNR67218            PavardeNR67218           2.08  
VardasNR67800            PavardeNR67800           2.08  
VardasNR68466            PavardeNR68466           2.08  
VardasNR68924            PavardeNR68924           2.08  
VardasNR70550            PavardeNR70550           2.08  
VardasNR70684            PavardeNR70684           2.08  
VardasNR73571            PavardeNR73571           2.08  
VardasNR74190            PavardeNR74190           2.08  
VardasNR76029            PavardeNR76029           2.08  
VardasNR78687            PavardeNR78687           2.08  
VardasNR80065            PavardeNR80065           2.08  
VardasNR81530            PavardeNR81530           2.08  
VardasNR83352            PavardeNR83352           2.08  
VardasNR83734            PavardeNR83734           2.08  
VardasNR84257            PavardeNR84257           2.08  
VardasNR85379            PavardeNR85379           2.08  
VardasNR87300            PavardeNR87300           2.08  
VardasNR89485            PavardeNR89485           2.08  
VardasNR90609            PavardeNR90609           2.08  
VardasNR93606            PavardeNR93606           2.08  
VardasNR94762            PavardeNR94762           2.08  
VardasNR95149            PavardeNR95149           2.08  
VardasNR95593            PavardeNR95593           2.08  
VardasNR99260            PavardeNR99260           2.08  
VardasNR99573            PavardeNR99573           2.08  
VardasNR99671            PavardeNR99671           2.08  
VardasNR325              PavardeNR325             2.12  
VardasNR1608             PavardeNR1608            2.12  
VardasNR1618             PavardeNR1618            2.12  
VardasNR2428             PavardeNR2428            2.12  
VardasNR2791             PavardeNR2791            2.12  
VardasNR4787             PavardeNR4787            2.12  
VardasNR5224             PavardeNR5224            2.12  
VardasNR7970             PavardeNR7970            2.12  
VardasNR8085             PavardeNR8085            2.12  
VardasNR8113             PavardeNR8113            2.12  
VardasNR10041            PavardeNR10041           2.12  
VardasNR10505            PavardeNR10505           2.12  
VardasNR11024            PavardeNR11024           2.12  
VardasNR13044            PavardeNR13044           2.12  
VardasNR14369            PavardeNR14369           2.12  
VardasNR14605            PavardeNR14605           2.12  
VardasNR14848            PavardeNR14848           2.12  
VardasNR15400            PavardeNR15400           2.12  
VardasNR17476            PavardeNR17476           2.12  
VardasNR18016            PavardeNR18016           2.12  
VardasNR18499            PavardeNR18499           2.12  
VardasNR18730            PavardeNR18730           2.12  
VardasNR20102            PavardeNR20102           2.12  
VardasNR20272            PavardeNR20272           2.12  
VardasNR21077            PavardeNR21077           2.12  
VardasNR21625            PavardeNR21625           2.12  
VardasNR23825            PavardeNR23825           2.12  
VardasNR24059            PavardeNR24059           2.12  
VardasNR24831            PavardeNR24831           2.12  
VardasNR25180            PavardeNR25180           2.12  
VardasNR28563            PavardeNR28563           2.12  
VardasNR30291            PavardeNR30291           2.12  
VardasNR31306            PavardeNR31306           2.12  
VardasNR31783            PavardeNR31783           2.12  
VardasNR32459            PavardeNR32459           2.12  
VardasNR32637            PavardeNR32637           2.12  
VardasNR32833            PavardeNR32833           2.12  
VardasNR33270            PavardeNR33270           2.12  
VardasNR33424            PavardeNR33424           2.12  
VardasNR35066            PavardeNR35066           2.12  
VardasNR37681            PavardeNR37681           2.12  
VardasNR37700            PavardeNR37700           2.12  
VardasNR37944            PavardeNR37944           2.12  
VardasNR39013            PavardeNR39013           2.12  
VardasNR39105            PavardeNR39105           2.12  
VardasNR42174            PavardeNR42174           2.12  
VardasNR42807            PavardeNR42807           2.12  
VardasNR43382            PavardeNR43382           2.12  
VardasNR44209            PavardeNR44209           2.12  
VardasNR44692            PavardeNR44692           2.12  
VardasNR47125            PavardeNR47125           2.12  
VardasNR47822            PavardeNR47822           2.12  
VardasNR51339            PavardeNR51339           2.12  
VardasNR54449            PavardeNR54449           2.12  
VardasNR57443            PavardeNR57443           2.12  
VardasNR58191            PavardeNR58191           2.12  
VardasNR58860            PavardeNR58860           2.12  
VardasNR59047            PavardeNR59047           2.12  
VardasNR61498            PavardeNR61498           2.12  
VardasNR63472            PavardeNR63472           2.12  
VardasNR65886            PavardeNR65886           2.12  
VardasNR65960            PavardeNR65960           2.12  
VardasNR66400            PavardeNR66400           2.12  
VardasNR69440            PavardeNR69440           2.12  
VardasNR71229            PavardeNR71229           2.12  
VardasNR72753            PavardeNR72753           2.12  
VardasNR73708            PavardeNR73708           2.12  
VardasNR73727            PavardeNR73727           2.12  
VardasNR75677            PavardeNR75677           2.12  
VardasNR78107            PavardeNR78107           2.12  
VardasNR79924            PavardeNR79924           2.12  
VardasNR83651            PavardeNR83651           2.12  
VardasNR83673            PavardeNR83673           2.12  
VardasNR84289            PavardeNR84289           2.12  
VardasNR86391            PavardeNR86391           2.12  
VardasNR88993            PavardeNR88993           2.12  
VardasNR91752            PavardeNR91752           2.12  
VardasNR92223            PavardeNR92223           2.12  
VardasNR92899            PavardeNR92899           2.12  
VardasNR92929            PavardeNR92929           2.12  
VardasNR93436            PavardeNR93436           2.12  
VardasNR95202            PavardeNR95202           2.12  
VardasNR95378            PavardeNR95378           2.12  
VardasNR96088            PavardeNR96088           2.12  
VardasNR96737            PavardeNR96737           2.12  
VardasNR99904            PavardeNR99904           2.12  
VardasNR71               PavardeNR71              2.16  
VardasNR1941             PavardeNR1941            2.16  
VardasNR2022             PavardeNR2022            2.16  
VardasNR2248             PavardeNR2248            2.16  
VardasNR2482             PavardeNR2482            2.16  
VardasNR3434             PavardeNR3434            2.16  
VardasNR4064             PavardeNR4064            2.16  
VardasNR4543             PavardeNR4543            2.16  
VardasNR5905             PavardeNR5905            2.16  
VardasNR7873             PavardeNR7873            2.16  
VardasNR8275             PavardeNR8275            2.16  
VardasNR10014            PavardeNR10014           2.16  
VardasNR10316            PavardeNR10316           2.16  
VardasNR11300            PavardeNR11300           2.16  
VardasNR11646            PavardeNR11646           2.16  
VardasNR12591            PavardeNR12591           2.16  
VardasNR12789            PavardeNR12789           2.16  
VardasNR14005            PavardeNR14005           2.16  
VardasNR14158            PavardeNR14158           2.16  
VardasNR14561            PavardeNR14561           2.16  
VardasNR14794            PavardeNR14794           2.16  
VardasNR15077            PavardeNR15077           2.16  
VardasNR15507            PavardeNR15507           2.16  
VardasNR15829            PavardeNR15829           2.16  
VardasNR16909            PavardeNR16909           2.16  
VardasNR17221            PavardeNR17221           2.16  
VardasNR17915            PavardeNR17915           2.16  
VardasNR19020            PavardeNR19020           2.16  
VardasNR19406            PavardeNR19406           2.16  
VardasNR20528            PavardeNR20528           2.16  
VardasNR25761            PavardeNR25761           2.16  
VardasNR26417            PavardeNR26417           2.16  
VardasNR27288            PavardeNR27288           2.16  
VardasNR28799            PavardeNR28799           2.16  
VardasNR29105            PavardeNR29105           2.16  
VardasNR29123            PavardeNR29123           2.16  
VardasNR30566            PavardeNR30566           2.16  
VardasNR33017            PavardeNR33017           2.16  
VardasNR35719            PavardeNR35719           2.16  
VardasNR36353            PavardeNR36353           2.16  
VardasNR36590            PavardeNR36590           2.16  
VardasNR36645            PavardeNR36645           2.16  
VardasNR37639            PavardeNR37639           2.16  
VardasNR38570            PavardeNR38570           2.16  
VardasNR40414            PavardeNR40414           2.16  
VardasNR41188            PavardeNR41188           2.16  
VardasNR41649            PavardeNR41649           2.16  
VardasNR42706            PavardeNR42706           2.16  
VardasNR43662            PavardeNR43662           2.16  
VardasNR45050            PavardeNR45050           2.16  
VardasNR45528            PavardeNR45528           2.16  
VardasNR45583            PavardeNR45583           2.16  
VardasNR46627            PavardeNR46627           2.16  
VardasNR46977            PavardeNR46977           2.16  
VardasNR47165            PavardeNR47165           2.16  
VardasNR47796            PavardeNR47796           2.16  
VardasNR48706            PavardeNR48706           2.16  
VardasNR51856            PavardeNR51856           2.16  
VardasNR54935            PavardeNR54935           2.16  
VardasNR57027            PavardeNR57027           2.16  
VardasNR57856            PavardeNR57856           2.16  
VardasNR58765            PavardeNR58765           2.16  
VardasNR62250            PavardeNR62250           2.16  
VardasNR66430            PavardeNR66430           2.16  
VardasNR68481            PavardeNR68481           2.16  
VardasNR68705            PavardeNR68705           2.16  
VardasNR69112            PavardeNR69112           2.16  
VardasNR69253            PavardeNR69253           2.16  
VardasNR71344            PavardeNR71344           2.16  
VardasNR73205            PavardeNR73205           2.16  
VardasNR73231            PavardeNR73231           2.16  
VardasNR73646            PavardeNR73646           2.16  
VardasNR74332            PavardeNR74332           2.16  
VardasNR75848            PavardeNR75848           2.16  
VardasNR76046            PavardeNR76046           2.16  
VardasNR76464            PavardeNR76464           2.16  
VardasNR76606            PavardeNR76606           2.16  
VardasNR76830            PavardeNR76830           2.16  
VardasNR76914            PavardeNR76914           2.16  
VardasNR78307            PavardeNR78307           2.16  
VardasNR80230            PavardeNR80230           2.16  
VardasNR81526            PavardeNR81526           2.16  
VardasNR81736            PavardeNR81736           2.16  
VardasNR83107            PavardeNR83107           2.16  
VardasNR85842            PavardeNR85842           2.16  
VardasNR86524            PavardeNR86524           2.16  
VardasNR86873            PavardeNR86873           2.16  
VardasNR87123            PavardeNR87123           2.16  
VardasNR87625            PavardeNR87625           2.16  
VardasNR87902            PavardeNR87902           2.16  
VardasNR88741            PavardeNR88741           2.16  
VardasNR89259            PavardeNR89259           2.16  
VardasNR91123            PavardeNR91123           2.16  
VardasNR91304            PavardeNR91304           2.16  
VardasNR92220            PavardeNR92220           2.16  
VardasNR93013            PavardeNR93013           2.16  
VardasNR94422            PavardeNR94422           2.16  
VardasNR96083            PavardeNR96083           2.16  
VardasNR96240            PavardeNR96240           2.16  
VardasNR98420            PavardeNR98420           2.16  
VardasNR99933            PavardeNR99933           2.16  
VardasNR2546             PavardeNR2546            2.20  
VardasNR4956             PavardeNR4956            2.20  
VardasNR5450             PavardeNR5450            2.20  
VardasNR6621             PavardeNR6621            2.20  
VardasNR6816             PavardeNR6816            2.20  
VardasNR8161             PavardeNR8161            2.20  
VardasNR10028            PavardeNR10028           2.20  
VardasNR11196            PavardeNR11196           2.20  
VardasNR11568            PavardeNR11568           2.20  
VardasNR11848            PavardeNR11848           2.20  
VardasNR12921            PavardeNR12921           2.20  
VardasNR17069            PavardeNR17069           2.20  
VardasNR17926            PavardeNR17926           2.20  
VardasNR19362            PavardeNR19362           2.20  
VardasNR19717            PavardeNR19717           2.20  
VardasNR20089            PavardeNR20089           2.20  
VardasNR20906            PavardeNR20906           2.20  
VardasNR20968            PavardeNR20968           2.20  
VardasNR22394            PavardeNR22394           2.20  
VardasNR25009            PavardeNR25009           2.20  
VardasNR26786            PavardeNR26786           2.20  
VardasNR26915            PavardeNR26915           2.20  
VardasNR28596            PavardeNR28596           2.20  
VardasNR30240            PavardeNR30240           2.20  
VardasNR31539            PavardeNR31539           2.20  
VardasNR33818            PavardeNR33818           2.20  
VardasNR34805            PavardeNR34805           2.20  
VardasNR34981            PavardeNR34981           2.20  
VardasNR35194            PavardeNR35194           2.20  
VardasNR36400            PavardeNR36400           2.20  
VardasNR37149            PavardeNR37149           2.20  
VardasNR37997            PavardeNR37997           2.20  
VardasNR38354            PavardeNR38354           2.20  
VardasNR39091            PavardeNR39091           2.20  
VardasNR39179            PavardeNR39179           2.20  
VardasNR39392            PavardeNR39392           2.20  
VardasNR39829            PavardeNR39829           2.20  
VardasNR40674            PavardeNR40674           2.20  
VardasNR41964            PavardeNR41964           2.20  
VardasNR45693            PavardeNR45693           2.20  
VardasNR46428            PavardeNR46428           2.20  
VardasNR48883            PavardeNR48883           2.20  
VardasNR49099            PavardeNR49099           2.20  
VardasNR49489            PavardeNR49489           2.20  
VardasNR50076            PavardeNR50076           2.20  
VardasNR50883            PavardeNR50883           2.20  
VardasNR51094            PavardeNR51094           2.20  
VardasNR51350            PavardeNR51350           2.20  
VardasNR52365            PavardeNR52365           2.20  
VardasNR52471            PavardeNR52471           2.20  
VardasNR55396            PavardeNR55396           2.20  
VardasNR55484            PavardeNR55484           2.20  
VardasNR55544            PavardeNR55544           2.20  
VardasNR56491            PavardeNR56491           2.20  
VardasNR57082            PavardeNR57082           2.20  
VardasNR58564            PavardeNR58564           2.20  
VardasNR59812            PavardeNR59812           2.20  
VardasNR60210            PavardeNR60210           2.20  
VardasNR60995            PavardeNR60995           2.20  
VardasNR62594            PavardeNR62594           2.20  
VardasNR62953            PavardeNR62953           2.20  
VardasNR63268            PavardeNR63268           2.20  
VardasNR63898            PavardeNR63898           2.20  
VardasNR64149            PavardeNR64149           2.20  
VardasNR64837            PavardeNR64837           2.20  
VardasNR64981            PavardeNR64981           2.20  
VardasNR66132            PavardeNR66132           2.20  
VardasNR66177            PavardeNR66177           2.20  
VardasNR67164            PavardeNR67164           2.20  
VardasNR67904            PavardeNR67904           2.20  
VardasNR68564            PavardeNR68564           2.20  
VardasNR69161            PavardeNR69161           2.20  
VardasNR70302            PavardeNR70302           2.20  
VardasNR73069            PavardeNR73069           2.20  
VardasNR73823            PavardeNR73823           2.20  
VardasNR74632            PavardeNR74632           2.20  
VardasNR74956            PavardeNR74956           2.20  
VardasNR74978            PavardeNR74978           2.20  
VardasNR75118            PavardeNR75118           2.20  
VardasNR75570            PavardeNR75570           2.20  
VardasNR75770            PavardeNR75770           2.20  
VardasNR76911            PavardeNR76911           2.20  
VardasNR77116            PavardeNR77116           2.20  
VardasNR77490            PavardeNR77490           2.20  
VardasNR78135            PavardeNR78135           2.20  
VardasNR78291            PavardeNR78291           2.20  
VardasNR79342            PavardeNR79342           2.20  
VardasNR81446            PavardeNR81446           2.20  
VardasNR82035            PavardeNR82035           2.20  
VardasNR83217            PavardeNR83217           2.20  
VardasNR83393            PavardeNR83393           2.20  
VardasNR83778            PavardeNR83778           2.20  
VardasNR83996            PavardeNR83996           2.20  
VardasNR85222            PavardeNR85222           2.20  
VardasNR86039            PavardeNR86039           2.20  
VardasNR86157            PavardeNR86157           2.20  
VardasNR86350            PavardeNR86350           2.20  
VardasNR86389            PavardeNR86389           2.20  
VardasNR89264            PavardeNR89264           2.20  
VardasNR89718            PavardeNR89718           2.20  
VardasNR90176            PavardeNR90176           2.20  
VardasNR90504            PavardeNR90504           2.20  
VardasNR90941            PavardeNR90941           2.20  
VardasNR91490            PavardeNR91490           2.20  
VardasNR91632            PavardeNR91632           2.20  
VardasNR92605            PavardeNR92605           2.20  
VardasNR93067            PavardeNR93067           2.20  
VardasNR93264            PavardeNR93264           2.20  
VardasNR94337            PavardeNR94337           2.20  
VardasNR94396            PavardeNR94396           2.20  
VardasNR95078            PavardeNR95078           2.20  
VardasNR97316            PavardeNR97316           2.20  
VardasNR97814            PavardeNR97814           2.20  
VardasNR98271            PavardeNR98271           2.20  
VardasNR98329            PavardeNR98329           2.20  
VardasNR99747            PavardeNR99747           2.20  
VardasNR485              PavardeNR485             2.24  
VardasNR1203             PavardeNR1203            2.24  
VardasNR1256             PavardeNR1256            2.24  
VardasNR1415             PavardeNR1415            2.24  
VardasNR2047             PavardeNR2047            2.24  
VardasNR2260             PavardeNR2260            2.24  
VardasNR2687             PavardeNR2687            2.24  
VardasNR3619             PavardeNR3619            2.24  
VardasNR4026             PavardeNR4026            2.24  
VardasNR5364             PavardeNR5364            2.24  
VardasNR6548             PavardeNR6548            2.24  
VardasNR7032             PavardeNR7032            2.24  
VardasNR8293             PavardeNR8293            2.24  
VardasNR9033             PavardeNR9033            2.24  
VardasNR9808             PavardeNR9808            2.24  
VardasNR9922             PavardeNR9922            2.24  
VardasNR11597            PavardeNR11597           2.24  
VardasNR12229            PavardeNR12229           2.24  
VardasNR12248            PavardeNR12248           2.24  
VardasNR12655            PavardeNR12655           2.24  
VardasNR12879            PavardeNR12879           2.24  
VardasNR12965            PavardeNR12965           2.24  
VardasNR13270            PavardeNR13270           2.24  
VardasNR14421            PavardeNR14421           2.24  
VardasNR15262            PavardeNR15262           2.24  
VardasNR15934            PavardeNR15934           2.24  
VardasNR16091            PavardeNR16091           2.24  
VardasNR16105            PavardeNR16105           2.24  
VardasNR16169            PavardeNR16169           2.24  
VardasNR16236            PavardeNR16236           2.24  
VardasNR16929            PavardeNR16929           2.24  
VardasNR17580            PavardeNR17580           2.24  
VardasNR18528            PavardeNR18528           2.24  
VardasNR19368            PavardeNR19368           2.24  
VardasNR19886            PavardeNR19886           2.24  
VardasNR21099            PavardeNR21099           2.24  
VardasNR24100            PavardeNR24100           2.24  
VardasNR24130            PavardeNR24130           2.24  
VardasNR24226            PavardeNR24226           2.24  
VardasNR25477            PavardeNR25477           2.24  
VardasNR25853            PavardeNR25853           2.24  
VardasNR26432            PavardeNR26432           2.24  
VardasNR27249            PavardeNR27249           2.24  
VardasNR29697            PavardeNR29697           2.24  
VardasNR29966            PavardeNR29966           2.24  
VardasNR31092            PavardeNR31092           2.24  
VardasNR31535            PavardeNR31535           2.24  
VardasNR31565            PavardeNR31565           2.24  
VardasNR32205            PavardeNR32205           2.24  
VardasNR32922            PavardeNR32922           2.24  
VardasNR33056            PavardeNR33056           2.24  
VardasNR34610            PavardeNR34610           2.24  
VardasNR35001            PavardeNR35001           2.24  
VardasNR36377            PavardeNR36377           2.24  
VardasNR38100            PavardeNR38100           2.24  
VardasNR38323            PavardeNR38323           2.24  
VardasNR38724            PavardeNR38724           2.24  
VardasNR39307            PavardeNR39307           2.24  
VardasNR40340            PavardeNR40340           2.24  
VardasNR41304            PavardeNR41304           2.24  
VardasNR42845            PavardeNR42845           2.24  
VardasNR43069            PavardeNR43069           2.24  
VardasNR45725            PavardeNR45725           2.24  
VardasNR46034            PavardeNR46034           2.24  
VardasNR46452            PavardeNR46452           2.24  
VardasNR49629            PavardeNR49629           2.24  
VardasNR49859            PavardeNR49859           2.24  
VardasNR51145            PavardeNR51145           2.24  
VardasNR53196            PavardeNR53196           2.24  
VardasNR53547            PavardeNR53547           2.24  
