Vardas                   Pavarde                  Galutinis
VardasNR10581            PavardeNR10581           5.00  
VardasNR10626            PavardeNR10626           5.00  
VardasNR10857            PavardeNR10857           5.00  
VardasNR11392            PavardeNR11392           5.00  
VardasNR11739            PavardeNR11739           5.00  
VardasNR11743            PavardeNR11743           5.00  
VardasNR11869            PavardeNR11869           5.00  
VardasNR11987            PavardeNR11987           5.00  
VardasNR11992            PavardeNR11992           5.00  
VardasNR12098            PavardeNR12098           5.00  
VardasNR12146            PavardeNR12146           5.00  
VardasNR12176            PavardeNR12176           5.00  
VardasNR12225            PavardeNR12225           5.00  
VardasNR12254            PavardeNR12254           5.00  
VardasNR12330            PavardeNR12330           5.00  
VardasNR12343            PavardeNR12343           5.00  
VardasNR12462            PavardeNR12462           5.00  
VardasNR12692            PavardeNR12692           5.00  
VardasNR13116            PavardeNR13116           5.00  
VardasNR13237            PavardeNR13237           5.00  
VardasNR13287            PavardeNR13287           5.00  
VardasNR13858            PavardeNR13858           5.00  
VardasNR14162            PavardeNR14162           5.00  
VardasNR14239            PavardeNR14239           5.00  
VardasNR14445            PavardeNR14445           5.00  
VardasNR14519            PavardeNR14519           5.00  
VardasNR14619            PavardeNR14619           5.00  
VardasNR14720            PavardeNR14720           5.00  
VardasNR15449            PavardeNR15449           5.00  
VardasNR15619            PavardeNR15619           5.00  
VardasNR15645            PavardeNR15645           5.00  
VardasNR15682            PavardeNR15682           5.00  
VardasNR15738            PavardeNR15738           5.00  
VardasNR15996            PavardeNR15996           5.00  
VardasNR16024            PavardeNR16024           5.00  
VardasNR16030            PavardeNR16030           5.00  
VardasNR16127            PavardeNR16127           5.00  
VardasNR16420            PavardeNR16420           5.00  
VardasNR16443            PavardeNR16443           5.00  
VardasNR16449            PavardeNR16449           5.00  
VardasNR16493            PavardeNR16493           5.00  
VardasNR16496            PavardeNR16496           5.00  
VardasNR16576            PavardeNR16576           5.00  
VardasNR16834            PavardeNR16834           5.00  
VardasNR16975            PavardeNR16975           5.00  
VardasNR16998            PavardeNR16998           5.00  
VardasNR17191            PavardeNR17191           5.00  
VardasNR17192            PavardeNR17192           5.00  
VardasNR17209            PavardeNR17209           5.00  
VardasNR17268            PavardeNR17268           5.00  
VardasNR17583            PavardeNR17583           5.00  
VardasNR17839            PavardeNR17839           5.00  
VardasNR18097            PavardeNR18097           5.00  
VardasNR18114            PavardeNR18114           5.00  
VardasNR18375            PavardeNR18375           5.00  
VardasNR18432            PavardeNR18432           5.00  
VardasNR18463            PavardeNR18463           5.00  
VardasNR18605            PavardeNR18605           5.00  
VardasNR18695            PavardeNR18695           5.00  
VardasNR18700            PavardeNR18700           5.00  
VardasNR18725            PavardeNR18725           5.00  
VardasNR19233            PavardeNR19233           5.00  
VardasNR19255            PavardeNR19255           5.00  
VardasNR19330            PavardeNR19330           5.00  
VardasNR19592            PavardeNR19592           5.00  
VardasNR19971            PavardeNR19971           5.00  
VardasNR20563            PavardeNR20563           5.00  
VardasNR20600            PavardeNR20600           5.00  
VardasNR20845            PavardeNR20845           5.00  
VardasNR21066            PavardeNR21066           5.00  
VardasNR21253            PavardeNR21253           5.00  
VardasNR21261            PavardeNR21261           5.00  
VardasNR21298            PavardeNR21298           5.00  
VardasNR21381            PavardeNR21381           5.00  
VardasNR21415            PavardeNR21415           5.00  
VardasNR21482            PavardeNR21482           5.00  
VardasNR21595            PavardeNR21595           5.00  
VardasNR21781            PavardeNR21781           5.00  
VardasNR21801            PavardeNR21801           5.00  
VardasNR21835            PavardeNR21835           5.00  
VardasNR21853            PavardeNR21853           5.00  
VardasNR22335            PavardeNR22335           5.00  
VardasNR22403            PavardeNR22403           5.00  
VardasNR22439            PavardeNR22439           5.00  
VardasNR22698            PavardeNR22698           5.00  
VardasNR23189            PavardeNR23189           5.00  
VardasNR23350            PavardeNR23350           5.00  
VardasNR23498            PavardeNR23498           5.00  
VardasNR23605            PavardeNR23605           5.00  
VardasNR23689            PavardeNR23689           5.00  
VardasNR23740            PavardeNR23740           5.00  
VardasNR23955            PavardeNR23955           5.00  
VardasNR24003            PavardeNR24003           5.00  
VardasNR24180            PavardeNR24180           5.00  
VardasNR24216            PavardeNR24216           5.00  
VardasNR24998            PavardeNR24998           5.00  
VardasNR25260            PavardeNR25260           5.00  
VardasNR25333            PavardeNR25333           5.00  
VardasNR25739            PavardeNR25739           5.00  
VardasNR25864            PavardeNR25864           5.00  
VardasNR25867            PavardeNR25867           5.00  
VardasNR26183            PavardeNR26183           5.00  
VardasNR26322            PavardeNR26322           5.00  
VardasNR26346            PavardeNR26346           5.00  
VardasNR26523            PavardeNR26523           5.00  
VardasNR26689            PavardeNR26689           5.00  
VardasNR26726            PavardeNR26726           5.00  
VardasNR26803            PavardeNR26803           5.00  
VardasNR26830            PavardeNR26830           5.00  
VardasNR26854            PavardeNR26854           5.00  
VardasNR27010            PavardeNR27010           5.00  
VardasNR27210            PavardeNR27210           5.00  
VardasNR27371            PavardeNR27371           5.00  
VardasNR27392            PavardeNR27392           5.00  
VardasNR27469            PavardeNR27469           5.00  
VardasNR27527            PavardeNR27527           5.00  
VardasNR27531            PavardeNR27531           5.00  
VardasNR27681            PavardeNR27681           5.00  
VardasNR28195            PavardeNR28195           5.00  
VardasNR28390            PavardeNR28390           5.00  
VardasNR28489            PavardeNR28489           5.00  
VardasNR28587            PavardeNR28587           5.00  
VardasNR28691            PavardeNR28691           5.00  
VardasNR29057            PavardeNR29057           5.00  
VardasNR29117            PavardeNR29117           5.00  
VardasNR29261            PavardeNR29261           5.00  
VardasNR29293            PavardeNR29293           5.00  
VardasNR29417            PavardeNR29417           5.00  
VardasNR29446            PavardeNR29446           5.00  
VardasNR29854            PavardeNR29854           5.00  
VardasNR30144            PavardeNR30144           5.00  
VardasNR30193            PavardeNR30193           5.00  
VardasNR30197            PavardeNR30197           5.00  
VardasNR30207            PavardeNR30207           5.00  
VardasNR30254            PavardeNR30254           5.00  
VardasNR30388            PavardeNR30388           5.00  
VardasNR30451            PavardeNR30451           5.00  
VardasNR30452            PavardeNR30452           5.00  
VardasNR30612            PavardeNR30612           5.00  
VardasNR30747            PavardeNR30747           5.00  
VardasNR30775            PavardeNR30775           5.00  
VardasNR31200            PavardeNR31200           5.00  
VardasNR31454            PavardeNR31454           5.00  
VardasNR31773            PavardeNR31773           5.00  
VardasNR31776            PavardeNR31776           5.00  
VardasNR31839            PavardeNR31839           5.00  
VardasNR31991            PavardeNR31991           5.00  
VardasNR32011            PavardeNR32011           5.00  
VardasNR32186            PavardeNR32186           5.00  
VardasNR32272            PavardeNR32272           5.00  
VardasNR32695            PavardeNR32695           5.00  
VardasNR32845            PavardeNR32845           5.00  
VardasNR33026            PavardeNR33026           5.00  
VardasNR33203            PavardeNR33203           5.00  
VardasNR33213            PavardeNR33213           5.00  
VardasNR33214            PavardeNR33214           5.00  
VardasNR33247            PavardeNR33247           5.00  
VardasNR33337            PavardeNR33337           5.00  
VardasNR33419            PavardeNR33419           5.00  
VardasNR33517            PavardeNR33517           5.00  
VardasNR33602            PavardeNR33602           5.00  
VardasNR34035            PavardeNR34035           5.00  
VardasNR34141            PavardeNR34141           5.00  
VardasNR34248            PavardeNR34248           5.00  
VardasNR34299            PavardeNR34299           5.00  
VardasNR34309            PavardeNR34309           5.00  
VardasNR34328            PavardeNR34328           5.00  
VardasNR34408            PavardeNR34408           5.00  
VardasNR34746            PavardeNR34746           5.00  
VardasNR34983            PavardeNR34983           5.00  
VardasNR35373            PavardeNR35373           5.00  
VardasNR35618            PavardeNR35618           5.00  
VardasNR35887            PavardeNR35887           5.00  
VardasNR35988            PavardeNR35988           5.00  
VardasNR36178            PavardeNR36178           5.00  
VardasNR36347            PavardeNR36347           5.00  
VardasNR36365            PavardeNR36365           5.00  
VardasNR36378            PavardeNR36378           5.00  
VardasNR36446            PavardeNR36446           5.00  
VardasNR36657            PavardeNR36657           5.00  
VardasNR36703            PavardeNR36703           5.00  
VardasNR36713            PavardeNR36713           5.00  
VardasNR36977            PavardeNR36977           5.00  
VardasNR37070            PavardeNR37070           5.00  
VardasNR37128            PavardeNR37128           5.00  
VardasNR38004            PavardeNR38004           5.00  
VardasNR38307            PavardeNR38307           5.00  
VardasNR38361            PavardeNR38361           5.00  
VardasNR38458            PavardeNR38458           5.00  
VardasNR38576            PavardeNR38576           5.00  
VardasNR38700            PavardeNR38700           5.00  
VardasNR38760            PavardeNR38760           5.00  
VardasNR38901            PavardeNR38901           5.00  
VardasNR39231            PavardeNR39231           5.00  
VardasNR39348            PavardeNR39348           5.00  
VardasNR39467            PavardeNR39467           5.00  
VardasNR39479            PavardeNR39479           5.00  
VardasNR39528            PavardeNR39528           5.00  
VardasNR39713            PavardeNR39713           5.00  
VardasNR39862            PavardeNR39862           5.00  
VardasNR39868            PavardeNR39868           5.00  
VardasNR39911            PavardeNR39911           5.00  
VardasNR40327            PavardeNR40327           5.00  
VardasNR40602            PavardeNR40602           5.00  
VardasNR40616            PavardeNR40616           5.00  
VardasNR40798            PavardeNR40798           5.00  
VardasNR40831            PavardeNR40831           5.00  
VardasNR41261            PavardeNR41261           5.00  
VardasNR41654            PavardeNR41654           5.00  
VardasNR41986            PavardeNR41986           5.00  
VardasNR42196            PavardeNR42196           5.00  
VardasNR42206            PavardeNR42206           5.00  
VardasNR42330            PavardeNR42330           5.00  
VardasNR42605            PavardeNR42605           5.00  
VardasNR42616            PavardeNR42616           5.00  
VardasNR42644            PavardeNR42644           5.00  
VardasNR42725            PavardeNR42725           5.00  
VardasNR43028            PavardeNR43028           5.00  
VardasNR43167            PavardeNR43167           5.00  
VardasNR43240            PavardeNR43240           5.00  
VardasNR43253            PavardeNR43253           5.00  
VardasNR43378            PavardeNR43378           5.00  
VardasNR43632            PavardeNR43632           5.00  
VardasNR43847            PavardeNR43847           5.00  
VardasNR43980            PavardeNR43980           5.00  
VardasNR44030            PavardeNR44030           5.00  
VardasNR44534            PavardeNR44534           5.00  
VardasNR44619            PavardeNR44619           5.00  
VardasNR44649            PavardeNR44649           5.00  
VardasNR44743            PavardeNR44743           5.00  
VardasNR44761            PavardeNR44761           5.00  
VardasNR44773            PavardeNR44773           5.00  
VardasNR44789            PavardeNR44789           5.00  
VardasNR44975            PavardeNR44975           5.00  
VardasNR44992            PavardeNR44992           5.00  
VardasNR45199            PavardeNR45199           5.00  
VardasNR45207            PavardeNR45207           5.00  
VardasNR45317            PavardeNR45317           5.00  
VardasNR45343            PavardeNR45343           5.00  
VardasNR45594            PavardeNR45594           5.00  
VardasNR45727            PavardeNR45727           5.00  
VardasNR45814            PavardeNR45814           5.00  
VardasNR46184            PavardeNR46184           5.00  
VardasNR46631            PavardeNR46631           5.00  
VardasNR46640            PavardeNR46640           5.00  
VardasNR46689            PavardeNR46689           5.00  
VardasNR46694            PavardeNR46694           5.00  
VardasNR46908            PavardeNR46908           5.00  
VardasNR46967            PavardeNR46967           5.00  
VardasNR47004            PavardeNR47004           5.00  
VardasNR47113            PavardeNR47113           5.00  
VardasNR47473            PavardeNR47473           5.00  
VardasNR47514            PavardeNR47514           5.00  
VardasNR47588            PavardeNR47588           5.00  
VardasNR47709            PavardeNR47709           5.00  
VardasNR48023            PavardeNR48023           5.00  
VardasNR48036            PavardeNR48036           5.00  
VardasNR48084            PavardeNR48084           5.00  
VardasNR48101            PavardeNR48101           5.00  
VardasNR48207            PavardeNR48207           5.00  
VardasNR48208            PavardeNR48208           5.00  
VardasNR48382            PavardeNR48382           5.00  
VardasNR48415            PavardeNR48415           5.00  
VardasNR48557            PavardeNR48557           5.00  
VardasNR48762            PavardeNR48762           5.00  
VardasNR48811            PavardeNR48811           5.00  
VardasNR48826            PavardeNR48826           5.00  
VardasNR49077            PavardeNR49077           5.00  
VardasNR49220            PavardeNR49220           5.00  
VardasNR49289            PavardeNR49289           5.00  
VardasNR49339            PavardeNR49339           5.00  
VardasNR49354            PavardeNR49354           5.00  
VardasNR49455            PavardeNR49455           5.00  
VardasNR49460            PavardeNR49460           5.00  
VardasNR49942            PavardeNR49942           5.00  
VardasNR49980            PavardeNR49980           5.00  
VardasNR50422            PavardeNR50422           5.00  
VardasNR50480            PavardeNR50480           5.00  
VardasNR50549            PavardeNR50549           5.00  
VardasNR50618            PavardeNR50618           5.00  
VardasNR50713            PavardeNR50713           5.00  
VardasNR51277            PavardeNR51277           5.00  
VardasNR51360            PavardeNR51360           5.00  
VardasNR51364            PavardeNR51364           5.00  
VardasNR51432            PavardeNR51432           5.00  
VardasNR51503            PavardeNR51503           5.00  
VardasNR51561            PavardeNR51561           5.00  
VardasNR51851            PavardeNR51851           5.00  
VardasNR51879            PavardeNR51879           5.00  
VardasNR51928            PavardeNR51928           5.00  
VardasNR51979            PavardeNR51979           5.00  
VardasNR52373            PavardeNR52373           5.00  
VardasNR52591            PavardeNR52591           5.00  
VardasNR52628            PavardeNR52628           5.00  
VardasNR52831            PavardeNR52831           5.00  
VardasNR52901            PavardeNR52901           5.00  
VardasNR53175            PavardeNR53175           5.00  
VardasNR53186            PavardeNR53186           5.00  
VardasNR53264            PavardeNR53264           5.00  
VardasNR53895            PavardeNR53895           5.00  
VardasNR54329            PavardeNR54329           5.00  
VardasNR54848            PavardeNR54848           5.00  
VardasNR55000            PavardeNR55000           5.00  
VardasNR55243            PavardeNR55243           5.00  
VardasNR55347            PavardeNR55347           5.00  
VardasNR55348            PavardeNR55348           5.00  
VardasNR55402            PavardeNR55402           5.00  
VardasNR55456            PavardeNR55456           5.00  
VardasNR55617            PavardeNR55617           5.00  
VardasNR55803            PavardeNR55803           5.00  
VardasNR56119            PavardeNR56119           5.00  
VardasNR56126            PavardeNR56126           5.00  
VardasNR56425            PavardeNR56425           5.00  
VardasNR56598            PavardeNR56598           5.00  
VardasNR56729            PavardeNR56729           5.00  
VardasNR57014            PavardeNR57014           5.00  
VardasNR57647            PavardeNR57647           5.00  
VardasNR57718            PavardeNR57718           5.00  
VardasNR57769            PavardeNR57769           5.00  
VardasNR57906            PavardeNR57906           5.00  
VardasNR57997            PavardeNR57997           5.00  
VardasNR58132            PavardeNR58132           5.00  
VardasNR58244            PavardeNR58244           5.00  
VardasNR58382            PavardeNR58382           5.00  
VardasNR58395            PavardeNR58395           5.00  
VardasNR58517            PavardeNR58517           5.00  
VardasNR59017            PavardeNR59017           5.00  
VardasNR59137            PavardeNR59137           5.00  
VardasNR59223            PavardeNR59223           5.00  
VardasNR59277            PavardeNR59277           5.00  
VardasNR59289            PavardeNR59289           5.00  
VardasNR59473            PavardeNR59473           5.00  
VardasNR59579            PavardeNR59579           5.00  
VardasNR59854            PavardeNR59854           5.00  
VardasNR60235            PavardeNR60235           5.00  
VardasNR60283            PavardeNR60283           5.00  
VardasNR60319            PavardeNR60319           5.00  
VardasNR60744            PavardeNR60744           5.00  
VardasNR60826            PavardeNR60826           5.00  
VardasNR61077            PavardeNR61077           5.00  
VardasNR61104            PavardeNR61104           5.00  
VardasNR61137            PavardeNR61137           5.00  
VardasNR61274            PavardeNR61274           5.00  
VardasNR61287            PavardeNR61287           5.00  
VardasNR61316            PavardeNR61316           5.00  
VardasNR61462            PavardeNR61462           5.00  
VardasNR61555            PavardeNR61555           5.00  
VardasNR61954            PavardeNR61954           5.00  
VardasNR61968            PavardeNR61968           5.00  
VardasNR62271            PavardeNR62271           5.00  
VardasNR62341            PavardeNR62341           5.00  
VardasNR62668            PavardeNR62668           5.00  
VardasNR62774            PavardeNR62774           5.00  
VardasNR63056            PavardeNR63056           5.00  
VardasNR63058            PavardeNR63058           5.00  
VardasNR63652            PavardeNR63652           5.00  
VardasNR63704            PavardeNR63704           5.00  
VardasNR63831            PavardeNR63831           5.00  
VardasNR63840            PavardeNR63840           5.00  
VardasNR63854            PavardeNR63854           5.00  
VardasNR63968            PavardeNR63968           5.00  
VardasNR64059            PavardeNR64059           5.00  
VardasNR64238            PavardeNR64238           5.00  
VardasNR64576            PavardeNR64576           5.00  
VardasNR64611            PavardeNR64611           5.00  
VardasNR64746            PavardeNR64746           5.00  
VardasNR65293            PavardeNR65293           5.00  
VardasNR65459            PavardeNR65459           5.00  
VardasNR65849            PavardeNR65849           5.00  
VardasNR65994            PavardeNR65994           5.00  
VardasNR66155            PavardeNR66155           5.00  
VardasNR66269            PavardeNR66269           5.00  
VardasNR66529            PavardeNR66529           5.00  
VardasNR67072            PavardeNR67072           5.00  
VardasNR67464            PavardeNR67464           5.00  
VardasNR67478            PavardeNR67478           5.00  
VardasNR67512            PavardeNR67512           5.00  
VardasNR67537            PavardeNR67537           5.00  
VardasNR68152            PavardeNR68152           5.00  
VardasNR68232            PavardeNR68232           5.00  
VardasNR68396            PavardeNR68396           5.00  
VardasNR68516            PavardeNR68516           5.00  
VardasNR68531            PavardeNR68531           5.00  
VardasNR68675            PavardeNR68675           5.00  
VardasNR68856            PavardeNR68856           5.00  
VardasNR68916            PavardeNR68916           5.00  
VardasNR69512            PavardeNR69512           5.00  
VardasNR69703            PavardeNR69703           5.00  
VardasNR69765            PavardeNR69765           5.00  
VardasNR69845            PavardeNR69845           5.00  
VardasNR69858            PavardeNR69858           5.00  
VardasNR69866            PavardeNR69866           5.00  
VardasNR70258            PavardeNR70258           5.00  
VardasNR70293            PavardeNR70293           5.00  
VardasNR70431            PavardeNR70431           5.00  
VardasNR70432            PavardeNR70432           5.00  
VardasNR70522            PavardeNR70522           5.00  
VardasNR70650            PavardeNR70650           5.00  
VardasNR70935            PavardeNR70935           5.00  
VardasNR71009            PavardeNR71009           5.00  
VardasNR71071            PavardeNR71071           5.00  
VardasNR71248            PavardeNR71248           5.00  
VardasNR71380            PavardeNR71380           5.00  
VardasNR71464            PavardeNR71464           5.00  
VardasNR71657            PavardeNR71657           5.00  
VardasNR71814            PavardeNR71814           5.00  
VardasNR71895            PavardeNR71895           5.00  
VardasNR71976            PavardeNR71976           5.00  
VardasNR72045            PavardeNR72045           5.00  
VardasNR72282            PavardeNR72282           5.00  
VardasNR72354            PavardeNR72354           5.00  
VardasNR72463            PavardeNR72463           5.00  
VardasNR72464            PavardeNR72464           5.00  
VardasNR72728            PavardeNR72728           5.00  
VardasNR72744            PavardeNR72744           5.00  
VardasNR73111            PavardeNR73111           5.00  
VardasNR73151            PavardeNR73151           5.00  
VardasNR73165            PavardeNR73165           5.00  
VardasNR73291            PavardeNR73291           5.00  
VardasNR73380            PavardeNR73380           5.00  
VardasNR73392            PavardeNR73392           5.00  
VardasNR73475            PavardeNR73475           5.00  
VardasNR73599            PavardeNR73599           5.00  
VardasNR73639            PavardeNR73639           5.00  
VardasNR73660            PavardeNR73660           5.00  
VardasNR73844            PavardeNR73844           5.00  
VardasNR73851            PavardeNR73851           5.00  
VardasNR74105            PavardeNR74105           5.00  
VardasNR74132            PavardeNR74132           5.00  
VardasNR74276            PavardeNR74276           5.00  
VardasNR74390            PavardeNR74390           5.00  
VardasNR74422            PavardeNR74422           5.00  
VardasNR74538            PavardeNR74538           5.00  
VardasNR74564            PavardeNR74564           5.00  
VardasNR74896            PavardeNR74896           5.00  
VardasNR74931            PavardeNR74931           5.00  
VardasNR75004            PavardeNR75004           5.00  
VardasNR75023            PavardeNR75023           5.00  
VardasNR75096            PavardeNR75096           5.00  
VardasNR75099            PavardeNR75099           5.00  
VardasNR75281            PavardeNR75281           5.00  
VardasNR75626            PavardeNR75626           5.00  
VardasNR75666            PavardeNR75666           5.00  
VardasNR75890            PavardeNR75890           5.00  
VardasNR76024            PavardeNR76024           5.00  
VardasNR76042            PavardeNR76042           5.00  
VardasNR76185            PavardeNR76185           5.00  
VardasNR76385            PavardeNR76385           5.00  
VardasNR76469            PavardeNR76469           5.00  
VardasNR76508            PavardeNR76508           5.00  
VardasNR76654            PavardeNR76654           5.00  
VardasNR76737            PavardeNR76737           5.00  
VardasNR76832            PavardeNR76832           5.00  
VardasNR76963            PavardeNR76963           5.00  
VardasNR77024            PavardeNR77024           5.00  
VardasNR77230            PavardeNR77230           5.00  
VardasNR77260            PavardeNR77260           5.00  
VardasNR77270            PavardeNR77270           5.00  
VardasNR77338            PavardeNR77338           5.00  
VardasNR77445            PavardeNR77445           5.00  
VardasNR77533            PavardeNR77533           5.00  
VardasNR77643            PavardeNR77643           5.00  
VardasNR77694            PavardeNR77694           5.00  
VardasNR77725            PavardeNR77725           5.00  
VardasNR77935            PavardeNR77935           5.00  
VardasNR77962            PavardeNR77962           5.00  
VardasNR78580            PavardeNR78580           5.00  
VardasNR78703            PavardeNR78703           5.00  
VardasNR78724            PavardeNR78724           5.00  
VardasNR79366            PavardeNR79366           5.00  
VardasNR79409            PavardeNR79409           5.00  
VardasNR79559            PavardeNR79559           5.00  
VardasNR79633            PavardeNR79633           5.00  
VardasNR80413            PavardeNR80413           5.00  
VardasNR80545            PavardeNR80545           5.00  
VardasNR80737            PavardeNR80737           5.00  
VardasNR80779            PavardeNR80779           5.00  
VardasNR81111            PavardeNR81111           5.00  
VardasNR81122            PavardeNR81122           5.00  
VardasNR81172            PavardeNR81172           5.00  
VardasNR81297            PavardeNR81297           5.00  
VardasNR81700            PavardeNR81700           5.00  
VardasNR81808            PavardeNR81808           5.00  
VardasNR81949            PavardeNR81949           5.00  
VardasNR81995            PavardeNR81995           5.00  
VardasNR82099            PavardeNR82099           5.00  
VardasNR82204            PavardeNR82204           5.00  
VardasNR82388            PavardeNR82388           5.00  
VardasNR82412            PavardeNR82412           5.00  
VardasNR82586            PavardeNR82586           5.00  
VardasNR82851            PavardeNR82851           5.00  
VardasNR82853            PavardeNR82853           5.00  
VardasNR83132            PavardeNR83132           5.00  
VardasNR83159            PavardeNR83159           5.00  
VardasNR83185            PavardeNR83185           5.00  
VardasNR83227            PavardeNR83227           5.00  
VardasNR83260            PavardeNR83260           5.00  
VardasNR83302            PavardeNR83302           5.00  
VardasNR83415            PavardeNR83415           5.00  
VardasNR83689            PavardeNR83689           5.00  
VardasNR83927            PavardeNR83927           5.00  
VardasNR83971            PavardeNR83971           5.00  
VardasNR84091            PavardeNR84091           5.00  
VardasNR84196            PavardeNR84196           5.00  
VardasNR84230            PavardeNR84230           5.00  
VardasNR84661            PavardeNR84661           5.00  
VardasNR84769            PavardeNR84769           5.00  
VardasNR84882            PavardeNR84882           5.00  
VardasNR85592            PavardeNR85592           5.00  
VardasNR86270            PavardeNR86270           5.00  
VardasNR86698            PavardeNR86698           5.00  
VardasNR86946            PavardeNR86946           5.00  
VardasNR87086            PavardeNR87086           5.00  
VardasNR87139            PavardeNR87139           5.00  
VardasNR87199            PavardeNR87199           5.00  
VardasNR87405            PavardeNR87405           5.00  
VardasNR87645            PavardeNR87645           5.00  
VardasNR88392            PavardeNR88392           5.00  
VardasNR88475            PavardeNR88475           5.00  
VardasNR88538            PavardeNR88538           5.00  
VardasNR88622            PavardeNR88622           5.00  
VardasNR88739            PavardeNR88739           5.00  
VardasNR88932            PavardeNR88932           5.00  
VardasNR89115            PavardeNR89115           5.00  
VardasNR89176            PavardeNR89176           5.00  
VardasNR89194            PavardeNR89194           5.00  
VardasNR89204            PavardeNR89204           5.00  
VardasNR89326            PavardeNR89326           5.00  
VardasNR89745            PavardeNR89745           5.00  
VardasNR89933            PavardeNR89933           5.00  
VardasNR90052            PavardeNR90052           5.00  
VardasNR90056            PavardeNR90056           5.00  
VardasNR90107            PavardeNR90107           5.00  
VardasNR90200            PavardeNR90200           5.00  
VardasNR90243            PavardeNR90243           5.00  
VardasNR90308            PavardeNR90308           5.00  
VardasNR90577            PavardeNR90577           5.00  
VardasNR90656            PavardeNR90656           5.00  
VardasNR90727            PavardeNR90727           5.00  
VardasNR90775            PavardeNR90775           5.00  
VardasNR90786            PavardeNR90786           5.00  
VardasNR90895            PavardeNR90895           5.00  
VardasNR91023            PavardeNR91023           5.00  
VardasNR91072            PavardeNR91072           5.00  
VardasNR91308            PavardeNR91308           5.00  
VardasNR91432            PavardeNR91432           5.00  
VardasNR91659            PavardeNR91659           5.00  
VardasNR91838            PavardeNR91838           5.00  
VardasNR92042            PavardeNR92042           5.00  
VardasNR92058            PavardeNR92058           5.00  
VardasNR92097            PavardeNR92097           5.00  
VardasNR92618            PavardeNR92618           5.00  
VardasNR92635            PavardeNR92635           5.00  
VardasNR92698            PavardeNR92698           5.00  
VardasNR92808            PavardeNR92808           5.00  
VardasNR92846            PavardeNR92846           5.00  
VardasNR93035            PavardeNR93035           5.00  
VardasNR93111            PavardeNR93111           5.00  
VardasNR93686            PavardeNR93686           5.00  
VardasNR94189            PavardeNR94189           5.00  
VardasNR94274            PavardeNR94274           5.00  
VardasNR94636            PavardeNR94636           5.00  
VardasNR94676            PavardeNR94676           5.00  
VardasNR94723            PavardeNR94723           5.00  
VardasNR95549            PavardeNR95549           5.00  
VardasNR95589            PavardeNR95589           5.00  
VardasNR95855            PavardeNR95855           5.00  
VardasNR96006            PavardeNR96006           5.00  
VardasNR96326            PavardeNR96326           5.00  
VardasNR96443            PavardeNR96443           5.00  
VardasNR96447            PavardeNR96447           5.00  
VardasNR96542            PavardeNR96542           5.00  
